"pod_id","name","num_cars","latitude","longitude","description"
265,"Annandale - Hinsby Park",1,-33.878941,151.172618,"next to Hinsby Park, on Piper Street South, near the corner of View Street. Please note this car does not have a parking permit and must be parked in unrestricted spaces. Any fines will be passed on to the responsible member"
11,"McMahons Point - Blues Point Road",4,-33.842966,151.205016,"outside the McMahons Point Community Centre at 165 Blues Point Road - right in the middle of McMahons Point, North Sydney and Kirribilli! Closest cross street is Lavender Street.This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
480,"Surry Hills - Reservoir Street corner Wright Lane",1,-33.881255,151.209177,"in a dedicated bay on Reservoir Street on the corner of Wright Lane. Thanks to City of Sydney for this great location!"
8,"Newtown - Wilson Street Car Park",4,-33.8962,151.1813,"in the car park on Wilson Street about 50 metres down from the corner of Erskineville Road. The cars are in bays 6 or 7, next to the disabled parking spot. The car park is close to the Newtown Mission Church and behind 'Happy Chef' and 'Gelatissimo' - the best gelati shop in Australia, if not the world. In an effort to keep other vehicles out of GoGet dedicated parking bays at the Wilson St car park, both vehicles at this pod have been equipped with 2 witches hats that have been placed in the boot.Upon taking the car out, please place the witches hats so that they block access to the parking space. When returning to the pod, collect the witches hats and place them back in the boot of the car."
495,"Summer Hill - Pembroke Street",2,-33.888174,151.134413,"on Pembroke street on the corner of Liverpool Road. Please note this car does not have a permit or dedicated bay so you must park in an unrestricted parking bay. Any fines will be passed on to the responsible member."
273,"Redfern - South Dowling Street",1,-33.893112,151.216452,"in a dedicated bay on South Dowling street, adjacent to blocked off Chelsea St."
164,"Newtown - Phillip Street",2,-33.896655,151.173216,"at Phillip Street Newtown - just up the road on Gladstone street. Please park as close to 50 Phillip street as possible."
188,"Waverton- Woolcott Street",2,-33.83965,151.197946,"in a dedicated bay in the parallel parking next to the park, near 30 Woolcott St This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
250,"Surry Hills - Reservoir Street",1,-33.881346,151.211675,"in a dedicated bay next to 89 Reservoir St, on the corner of Smith St. Thanks to City of Sydney for this great location!"
404,"North Sydney - Miller Street Secure Park",1,-33.835999,151.207929,"at 213 Miller Street in the Secure Park car park. The car is located outside on the driveway of the car park, where the signage is. When returning the vehicle please leave it outside at the bottom of the driveway.If when picking up the car it is not on the driveway please speak to a car park attendant and they will direct you to the car."
17,"Glebe - Glebe Town Hall",1,-33.882387,151.185147,"on Mount Veron Street near the corner of St Johns Road, opposite the Glebe Town Hall building. The car is in a dedicated parking bay generously provided by the City of Sydney."
137,"Chippendale - Myrtle Street",1,-33.88724,151.1978,"in a dedicated parking bay in front of 116-122  Myrtle street between Wiley Street and Smithers Street - generously provided by the City of Sydney!"
321,"Forest Lodge - Orphan School Creek Parklands",1,-33.882852,151.177015,"in a dedicated bay on the Orphan School Creek close to Creek St . Thanks to City of Sydney for this great location"
224,"Bondi - Francis Street",1,-33.89291,151.270097,"on Francis Street,  just east of Ormond StreetImportant!  If the dedicated bay is taken, please follow the following steps to avoid fines. 1. Take details of the illegally parked car.  2. Call the Waverley Council rangers on 9369 8000 with the details of the illegally parked car.3. If the car is not obviously visible from the pod, send us a txt on 0427 777 769. You can also include details of the illegally parked car here. WHY DO I HAVE TO DO THIS?Waverley Council does not give us permits, but will revoke fines for members parking in non-metered and legal locations (ie those with time limits but where you can park with a residential parking permit), AS LONG AS YOU REPORT THE ILLEGALLY PARKED CAR."
322,"Pyrmont - John Street",1,-33.868072,151.191509,"in a dedicated bay on John Street, outside the tennis courts on the corner of Cadigal Ave. Thanks to City of Sydney for this great location!"
531,"Surry Hills - Fitzroy Street",1,-33.884504,151.214258,"in a dedicated bay on Fitzroy street on the corner of Crown Street. Thanks to City of Sydney for this great location!"
218,"Camperdown - TRIO Apartments",10,-33.883925,151.176057,"underground in the carpark of TRIO apartments, near the corner of Alexandra Drive and Booth Street. To enter, simply walk down the driveway - the cars are parked at the far wall.This service is proudly provided in partnership with  TRIO for the benefit of TRIO residents and the surrounding community."
339,"Neutral Bay - Yeo Street corner Watson Street",1,-33.831772,151.218217,"In a dedicated Bay on the far right of the intersection, outside the apartment block. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
363,"Clovelly - Clovelly Beach Car Park",1,-33.915218,151.266927,"in a dedicated bay in the carpark on Clovelly Beach, at the end of Clovelly Road."
360,"Artarmon - Cameron Avenue Car Park",1,-33.808148,151.186312,"in a dedicated bay in the car park on Cameron Avenue"
235,"Camperdown - Lucas Street",1,-33.888459,151.180785,"in a dedicated bay on Lucas Street, near the corner of Missenden Road. Thanks to City of Sydney for this great location"
172,"Newtown - Brown Street",1,-33.894972,151.182282,"on Brown street, near the intersection with King Street. This car is located in its very own dedicated parking bay, generously provided by the City of Sydney."
511,"Darlinghurst - Palmer Street",1,-33.878635,151.216308,"on Palmer Street near the corner of Burton Street."
125,"Surry Hills - Devonshire Street",1,-33.8871,151.2102,"in a dedicated parking bay - generously provided by the City of Sydney - near 156 Devonshire street, near Waterloo Street"
6,"Glebe - Cafe Church",29,-33.87975,151.1894,"in the car park at Cafe Church at 37 St Johns Road (corner Colbourne Avenue) Glebe. This car park has been provided by Cafe Church - see www.cafechurch.org.au for more information about these fine people!  NOTE: Cars regularly move in and out of this location, as it is the GoGet headquarters. We use this as a base for cars waiting on permits, new locations, or when they are back from repairs. If we do have to move a car, we give as much notice as possible and find you a car nearby, but please note that the car type may change. IMPORTANT!Please avoid parking beneath the tree if possible as the tree's fruit makes its way into the vent box and clogs the air conditioner. Thank you."
236,"Newtown - Susan Street",1,-33.891773,151.182047,"in a dedicated bay on Susan Street, near the corner of Carillon Avenue. Thanks to City of Sydney for this great location"
516,"Mosman - Brady Street",1,-33.823778,151.240486,"in a dedicated bay on Brady Street opposite the Bridge point shopping centre main entrance (5th car spot from corner of Military Rd). Thanks to Mosman Council for this great location!"
505,"Cremorne - Rangers Road",1,-33.833467,151.225723,"in a dedicated locations on Rangers Road on the corner of Harrison Street. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
500,"Balmain East - Johnson Street",1,-33.858219,151.193908,"in reserved bay No. 22 in the carpark of 15 Johnston Street. The bay is the first one nearest to the road. Important! It is very imortant that you only ever park in the space reserved for apartment 22 as these are private spaces for the residents of this apartment block. If the space is blocked you must park the car in a permanently legal space on the street and let GoGet know where you have put it. Parking fines will be passed on to the responsible member.Thank you to the very kind member who has allowed us to use this location to provide a closer car for the residents of Balmain East. Hopefuly this means less walking up steep hills to get a car"
475,"Pyrmont - Point Street",1,-33.865599,151.19326,"in a dedicated bay on Point Street, north of the corner of Bowman Street. Thanks to City of Sydney for this great location!"
147,"Kings Cross - Macleay Street",2,-33.86881,151.22568,"on Macleay Street - in a dedicated parking bay generously provided by City of Sydney - in front of 45-53 Macleay Street (""The Chimes""), on the same side as Challis Street. If the dedicated bay is taken, please ensure you only park in parking area 23. Any fines will be passed on to the responsible member. Thanks to City of Sydney for this great location!"
255,"Newtown - Campbell Street",1,-33.89265,151.183371,"in a dedicated bay on Campbell St, on the corner of Missenden Road. Thanks to City of Sydney for this great location!"
435,"Kirribilli - Kirribilli Avenue corner Warunda Avenue",1,-33.850381,151.216582,"in a dedicated bay on the corner of Kirribilli Ave and Waruda Avenue."
7,"Surry Hills - Albion Street",1,-33.8818,151.2094,"in the basement car park of the Citigate Sebel Hotel, which is located on Albion Street opposite the offices of the RTA. The car is located on level B2 and entry is via the lifts located in the lobby. Please call us for additional instructions on how to access this pod. IMPORTANTGoGet vehicles do not have a car park pass card. To exit and re-enter with the vehicle, simply buzz security at the boom gate & they will open the boom gate for you. If they ask, tell them you are with GoGet, a tenant in that car park.IMPORTANTShould you get the vehicle and find it without a key, please check with reception - it's probably with them"
82,"Parramatta - Lennox Bridge on Church Street",4,-33.8106,151.0045,"located on Lennox Bridge on Church Street in a dedicated parking space. NOTE: Please take care not to park in illegal zones such as bus zones if the dedicated bay is occupied. You are required to park in a legal location, any fines will be passed on to the responsible member"
296,"Chippendale - Blackfriars Street",1,-33.885616,151.197731,"in a dedicated bay in Blackfriars Street, on the corner of Buckland St and near the University of Notre Dame."
194,"Ultimo - Kelly Street near Mountain Street",2,-33.881853,151.195945,"a dedicated bay in Kelly St, between Mountain Street and Blackwattle Lane IMPORTANT!Please ensure if the dedicated bay is taken by an illegally parked car, that you park in a legal and UNMETERED zone - check the residential parking permit on the car. Some nearby streets that are legal locations are McKee St and Mary Ann St. Then send us a txt with the car location."
179,"Marrickville - Petersham Road",1,-33.908556,151.154548,"on Petersham Rd, as close as possible to the library, between Stanley St and Marrickville Rd.NOTE: Please do NOT  park in permitted areas. Any fines will be transferred to the responsible member."
362,"Randwick - The Spot - Dine Street",1,-33.92027,151.241703,"in a dedicated bay at 'The Spot' on  Dine Street, near St Pauls Street. Thanks to Randwick City Council for this great location."
499,"Sydney CBD - Wynyard Lane Car Park",4,-33.865694,151.206583,"directly on top of Wynyard station, which is directly under The Menzies Hotel. You access the car park through the entrance on Wynyard Lane.Walk up to the car park attendants and let them know which GoGet car you are picking up. They will either show you where the car is or bring it to you.IMPORTANT!There are four cars in this pod. It is very important that you only take the car you have booked.This car park is accessible 24 hous a day 7 days a week. The car park uses a licence plate recognition system to recognise our cars.  When you are near the boom gate, simply wait a few seconds and the gate will open.  The parking pass is no longer used."
462,"McMahons Point - Holt Street",1,-33.842723,151.203326,"in a dedicated bay on Holt Street, on the corner of Chuter Street.  This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
487,"Glebe - Ferry Road",1,-33.876463,151.186205,"in a dedicated bay on Ferry Road, on the corner of Avon Street. Thanks to City of Sydney for this great location!"
458,"Kirribilli - 20 Carabella Street",1,-33.849773,151.21865,"in a dedicated bay on Carabella Street, near number 20, close to the corner of Holbrook Avenue. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
319,"Erskineville - 35 Ashmore Street",2,-33.902533,151.187541,"in a dedicated bay outside 35 Ashmore St, close to Binning Street. Thanks to City of Sydney for this great location!"
417,"Lane Cove - Rosenthal Avenue",1,-33.814509,151.168712,"on the corner of Rosenthal Avenue and Burns Bay Rd, next to loading zone on corner of the plaza."
154,"Millers Point - Windmill Street",2,-33.857614,151.20341,"on Windmill street at the intersection of Kent and Windmill, near the open space and Windmill Stairs. This car has its own dedicated parking bay generously provided by the City of Sydney."
406,"Marrickville - Wardell Road",1,-33.904972,151.147724,"on Wardell Road, near the corner of George  Street. Please note: this is not a dedicated location and the car does not have a permit, please ensure you park only in unrestricted zones."
272,"Newtown - Trade Street",1,-33.895174,151.173808,"on Trade Street, near the corner of Baltic Street. Please note this car does not have a parking permit so please park in an unrestricted space. Any fines will be passed on to the responsible member."
276,"Darlinghurst - Womerah Avenue",1,-33.876977,151.226369,"in a dedicated bay on Womerah Avenue, adjacent to the park near the corner of Barcom Avenue, Thanks to City of Sydney for this great location"
205,"Enmore- Charles Street",1,-33.897338,151.173146,"on Charles St, near Philip St. Please park near no. 2 Charles St. NOTE: this car does not have a parking permit, any fines will be passed on to the responsible member."
483,"Kingsford - Middle Street",1,-33.92115,151.227837,"in an unrestricted location on Middle Street near the corner of Anzac Parade. Please note this car does not have a parking permit or a dedicated bay. You must park in an unrestricted location, any fines will be passed on to the responsible member."
313,"Darlington - Darlington Rd",1,-33.891214,151.190522,"Darlington Road corner of Codrington St"
202,"Annandale - Nelson street",2,-33.880205,151.174622,"in Nelson St, between Booth St and The Crescent, as near as possible to where the viaduct crosses Nelson St. Please do NOT park in permitted areas, any fines will be passed onto the responsible member."
50,"Kensington - Lorne St",1,0,0,"on Silver St, in the Council Car Park, in a dedicated parking bay."
268,"Bondi - Curlewis Street outside the Carwash",1,-33.886544,151.270527,"in a dedicated bay on Curlewis St, outside the carwash at 57-59 Curlewis St. Thanks to Waverley Council for this great location Important!  If the dedicated bay is taken, please follow the following steps to avoid fines. 1. Take details of the illegally parked car.  2. Call the Waverley Council rangers on 9369 8000 with the details of the illegally parked car.3. If the car is not obviously visible from the pod, send us a txt on 0427 777 769. You can also include details of the illegally parked car here. WHY DO I HAVE TO DO THIS?Waverley Council does not give us permits, but will revoke fines for members parking in non-metered and legal locations (ie those with time limits but where you can park with a residential parking permit), AS LONG AS YOU REPORT THE ILLEGALLY PARKED CAR."
411,"Surry Hills - Foveaux Street corner Little Riley Street",1,-33.884868,151.212307,"on the corner of Foveaux and Little Riley Streets. Thanks to City of Sydney for this great location."
429,"Bondi Junction - Botany Street",1,-33.892939,151.254219,"in a dedicated bay on Botany Street on the corner of Waverley Street. Thanks to Waverley Council for this great location!"
60,"Balmain - Llewellyn Street",4,-33.85737,151.17672,"parking is provided in two dedicated on-street parking bays located next to the Council Work Depot entrance opposite number 44 Llewellyn Street. Thank you to Leichhardt Council for providing parking for this pod. NOTEIf there is no parking in the designated area, please park in a non ticketed area. All fines incurred will be passed on to the member."
153,"Pyrmont - Bulwara Road",1,-33.876495,151.196698,"on Bulwara street, opposite number 258, in a dedicated bay generously provided by the City of Sydney."
75,"Coogee Beach - Arden Street Car Park",1,-33.9195,151.2568,"on the west side of Arden Street, in the crescent shaped Council Car Park next to the oval. Our dedicated parking bay is located midway in the middle of the car park"
318,"Millers Point - Argyle Street",1,-33.858628,151.205634,"in Argyle St parked as close to the intersection with Watsons Rd. The dedicated bay has not yet been installed, but should be very shortly. The car has a residential parking permit for this area. Please check the permit zone number with parking signage before parking. If you cannot park on Argyle St close to Watsons Road please let us know where you have parked within that zone. DO NOT PARK OUTSIDE OF THE PERMIT ZONE ON THE CAR OR THE FINE WILL BE PASSED ON TO THE RESPONSIBLE MEMBER"
311,"Glebe - Leichhardt Street",1,-33.873095,151.184007,"in a dedicated bay on Leichhardt Street, next to the steps going down to Stewart St. Thanks to City of Sydney for this great location!"
414,"Newtown - Linthorpe Street",1,-33.896793,151.182941,"on Linthorpe Street near the corner of Brown Street. Thanks to City of Sydney for this great location."
287,"Lavender Bay - Arthur Street",1,-33.843129,151.209093,"in a dedicated bay on Arthur Street, on the corner of Lavender Street and outside the apartments on the west side of the street.  This parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
144,"Church Point - Pittwater",1,-33.64487,151.28433,"in the car park next to the Pasadena Hotel at Church Point. PLEASE NOTE THAT THE BAY HAS BEEN MOVED. It is now about 4 car spaces east from where it was still in the carpark. block. Due to potential problems with parking vehicles, we have put witches' hats in the boot of the vehicles to help reserve the GoGet dedicated bays. At the start of your booking, please remove the witches' hats from the vehicle and place them over the dedicated parking bay, and place them back in the boot when you return the car."
247,"Woolloomooloo - Cowper Wharf Road",1,-33.869283,151.220439,"in a dedicated bay in front of 7-41 Cowper Wharf Road, on the corner of Forbes St. If the dedicated bay is taken, please ensure you only park in parking area 28. Any fines will be passed on to the responsible member. Thanks to City of Sydney for this great location!"
233,"Surry Hills - Belvoir Street",1,-33.888629,151.206556,"on Belvoir St, near the corner of Chalmers Street. Thanks to City of Sydney for this great location"
312,"Darlington - Shepherd Street",1,-33.888947,151.194796,"near Ivy St outside Sydney Uni Aeronautical Engineering Building"
118,"Bondi - 24-26 Roscoe Street",1,-33.88746,151.26984,"in a new location at 24-26 Roscoe St, in the first parking space in the apartment block on the right. There is a GoGet sign on the wall of the parking spaceImportant! The driveway of this apartment block is steep. PLEASE MAKE SURE THAT YOU DRIVE SLOWLY OUT ONTO THE STREET, OTHERWISE YOU MAY CAUSE DAMAGE TO THE UNDERNEATH OF THE CAR. Any damages caused will be allocated to the at-fault member."
68,"Lavender Bay - MacKenzie Street",2,-33.8417,151.2062,"at the end of MacKenzie Street and Miller Streets where it meets a small park. A set of steps leads down from Blues Point Road to the park and the parking spot.This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses.Important! Due to resident complaints, please be careful parking these cars. Looking towards St Peters Park, the ute should be parking in the right hand side spot, and the yaris in the left hand spot. This will ensure you don't block the driveway."
246,"Kings Cross - Roslyn Gardens",1,-33.875339,151.225938,"in a dedicated bay in Roslyn Gardens, on the corner of Roslyn Street. Thanks to City of Sydney for this great location! If the dedicated bay is taken, please ensure you only park in parking area 19. Any fines will be passed on to the responsible member. Thanks to City of Sydney for this great location!"
478,"Manly - Raglan Street",1,-33.79535,151.284024,"on Raglan Street on the corner of Kangaroo Street opposite Manly Rugby Club. Please note this car does have a permit but does not have a dedicated bay."
342,"Neutral Bay - Eaton Street corner Rawson Street",1,-33.835786,151.21429,"In a dedicated Bay on Eaton St next to Forsyth Park on the corner Rawson St. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
256,"Surry Hills - Parkham Street",1,-33.89016,151.216651,"in a dedicated bay outside 62 Parkham St, on the corner of Parkham Palace. Thanks to City of Sydney for this great location!"
156,"Surry Hills - Corner of Mary Street and Albion Street",1,-33.882401,151.209799,"on Mary Street, just south of Albion Street, in front of Centennial Plaza, in a dedicated parking bay generously provided by the City of Sydney"
160,"Erskineville - Gowrie Street",1,-33.901477,151.180925,"in a dedicated location on Gowrie street, near the corner of Munni Street. Thanks to City of Sydney for this great location. NOTE: this location has been moved. 29.09.10"
314,"Waterloo - Potter Street",1,-33.899068,151.211491,"in a dedicated bay on Potter St corner Bourke St. Thanks to City of Sydney for this great location!"
510,"Pyrmont - Edward Street",1,-33.869741,151.196074,"on Edward Street near the corner of Union Street."
440,"Elizabeth Bay - Elizabeth Bay Road",1,-33.872054,151.229828,"in a dedicated bay on Elizabeth Bay Road, near the dead end, in one of the 90 degree parking bays south of Elizabeth Bay Crescent. Thanks to City of Sydney for this great location"
380,"Kingsford - Harbourne Road",1,-33.924017,151.228627,"in the first parking space on the west side of Harbourne Road, north of Rainbow Street. Thanks to Randwick council for this great location."
513,"Ashfield  - Orpington Street",1,-33.885389,151.132329,"on Orpington Street on the corner of Pembroke Street."
219,"Tamarama - Fletcher Street",1,-33.897287,151.2708,"on Fletcher Street, south side, just east of Silva Street."
482,"Kensington - Todman Avenue corner Anzac Parade",1,-33.910106,151.224851,"in an unrestricted location on Todman Avenue, near the corner of Anzac Parade. Please note this car does not have a parking permit or dedicated bay, so you must park in an unrestricted location. Any fines will be passed on to the responsible member."
208,"Surry Hills - Crown Street",1,-33.88529,151.214012,"in a dedicated bay on the east side of Crown St  just south of Foveaux St near the bus stop. Thanks to City of Sydney for this great location"
512,"Artarmon - McMillan Road",1,-33.810583,151.186064,"on McMillan Road near the corner of Hampden Lane."
317,"Millers Point - 124 Kent Street",1,-33.861201,151.203742,"in front of 124 Kent Street in a dedicated parking bay generously provided by the City of Sydney"
231,"Darlinghurst - Burton Street",1,-33.879018,151.219797,"Outside 116 Burton street, near the corner of Darlinghurst Road, close to the Sydney Jewish Museum. Thanks to City of Sydney for this great pod."
248,"Ultimo - Bulwara road near Parbury Lane",1,-33.878856,151.198043,"in a dedicated bay on Bulwara Road, just north of Palbury Lane and near the intersection with William Henry St. Thanks to City of Sydney for this great location"
241,"Ultimo - Bay Street near Wentworth Street",1,-33.880234,151.19469,"in a dedicated bay on Bay Street, near the corner of Wentworth Street. Thanks to City of Sydney for this great locationIMPORTANT!Please ensure if the dedicated bay is taken by an illegally parked car, that you park in a legal and UNMETERED zone - check the residential parking permit on the car. Some nearby streets that are legal locations are McKee St and Mary Ann St. Then send us a txt with the car location."
366,"Bondi North - Military Road Corner Blair Street",1,-33.885967,151.283938,"in a dedicated bay on the corner of Military Rd and Blair Street. Thanks to Waverley Council for this great pod.Important!  If the dedicated bay is taken, please follow the following steps to avoid fines. 1. Take details of the illegally parked car.  2. Call the Waverley Council rangers on 9369 8000 with the details of the illegally parked car.3. If the car is not obviously visible from the pod, send us a txt on 0427 777 769. You can also include details of the illegally parked car here. WHY DO I HAVE TO DO THIS?Waverley Council does not give us permits, but will revoke fines for members parking in non-metered and legal locations (ie those with time limits but where you can park with a residential parking permit), AS LONG AS YOU REPORT THE ILLEGALLY PARKED CAR."
210,"Crows Nest - Ernest Street",1,-33.826071,151.203879,"on the northern side of Ernest street, near the corner of Sophia Street, This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
264,"Annandale - Reserve Street",1,-33.884258,151.166374,"on Reserve Street, on the south west side of the intersection with Young Street. Please note this car does not have a parking permit, so you need to park in unrestricted parking. Any fines will be passed on to the responsible member. If possible, please try not to park directly infront of residences."
481,"Surry Hills - Crown Street near Albion Street",1,-33.883669,151.214295,"in a dedicated bay in Crown Street, between Albion Street and Fitzroy Street. Thanks to City of Sydney for this great location!"
300,"Chippendale - Shepherd Street",1,-33.884598,151.196082,"in a dedicated bay on Shepherd St, near the corner of Broadway in the deadend near the Broadway Cafe."
92,"Paddington - Ormond Street",2,-33.8844,151.2264,"opposite 16-20 Ormond St"
117,"Annandale - Trafalgar Street",1,-33.8843,151.17115,"opposite #49 Trafalgar Street"
96,"Surry Hills - Corner of Fitzroy and Marshall Street.",2,-33.8858,151.2168,"in a new dedicated bay on the corner of Fitzroy and Marshall St. Thanks to City of Sydney for this great location"
364,"Kensington - Todman Avenue",1,-33.905205,151.215983,"in a dedicated bay on Todman Avenue near Carminya Street. It is the first space in the 90 degree parking. Thanks to Randwick City Council for this great location."
38,"Pyrmont - Harris Street",1,-33.8732,151.1965,"Located in the Secure Car Park on Harris Street. Entrance to the car park is on Allen Street. Take the lift to Level 4 (L4). Car will be parked in bays, 371 - 378. If unavailable then park in bays 341 - 353 or bays 354 - 370."
94,"Paddington - Hopewell Street",1,-33.8826,151.2221,"in a dedicated GoGet parking bay - generously provided by Woollahra Council - south of #1 Hopewell Street, near the corner of Oxford Street"
383,"Dulwich Hill - The Boulevarde",1,-33.898753,151.144232,"in a dedicated parking bay generously provided by Marrickville Council, outside number 92."
310,"Surry Hills - Marlborough Street near Ward Park",1,-33.888504,151.212403,"in a dedicated bay on Marlborough St, between Landsdown Street and Devonshire Street. Thanks to City of Sydney for this great location!"
69,"Neutral Bay - Ben Boyd Road",1,-33.8338,151.2187,"on Ben Boyd Road near the corner of Lindsay Street.This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
280,"Potts Point - Victoria Street near Challis Ave",2,-33.868863,151.223518,"in a dedicated bay on Victoria Street near the corner of Challis Avenue. Thanks to City of Sydney for this great location!IMPORTANT!DO NOT PARK ON CHALLIS AVENUE, OR ON THE SIDE OF VICTORIA ST OPPOSITE TO THE POD. YOU MUST PARK IN PARKING AREA 23. 26.03.10"
519,"UNSW - Shalom College",1,-33.91917,151.22805,"in the second parking bay opposite Shalom College (N9), next to the Village Green. If you are coming from outside the university this car is best accessed via Gate 14 on Barker Street. Thanks to UNSW for this great location!"
422,"Kings Cross - Earl Street",1,-33.87301,151.223762,"on Earl Street opposite to 11 Springfield Avenue, just outside Harris Farm Market."
174,"Kings Cross - 119 Macleay Street",2,-33.87259,151.224924,"Outside 119 Macleay St in a dedicated parking bay.If the dedicated bay is taken, please ensure you only park in parking area 26. Any fines will be passed on to the responsible member. Thanks to City of Sydney for this great location!"
320,"Kensington - Day Avenue corner of Doncaster Avenue",1,-33.917536,151.224221,"on Day Avenue corner of  Doncaster Avenue Kensington in a dedicated bay. Thanks to Randwick City Council for this great location."
330,"Newtown - Prospect Street",1,-33.893545,151.180882,"in a dedicated bay on Prospect Street, on the corner of Hordern Street. Thanks to City of Sydney for this great location!"
200,"Pyrmont- Bunn street",1,-33.871351,151.196809,"in a dedicated bay, near 32 Bunn Street. Thanks to City of Sydney for this great location."
40,"Camperdown - Fowler Street",1,-33.89,151.1771,"on Fowler St alongside Camperdown Oval close to the  Morton Bay fig trees and a stones throw from Canteen the cafe."
386,"Marrickville - Livingstone Road",1,-33.899582,151.153526,"on Livingstone Road near the Addison Road. Please park in an unrestricted bay on Livingstone Road as close to Addison Road as possible."
44,"Manly - Central Ave Car Park",3,-33.7964,151.2866,"in the Manly Council car park on the western side of Central Avenue above the post office (hint: it's the car park with the steep ascending ramp - be careful as there are two carparks!). The car is located on level 6 right next to the lift, so simply take the lift to L6. To exit use the parking card located in the centre console. Hold the card over the ticket machine, don't insert the card, and wait for 4 seconds. Use the same procedure to return to the car park.PLEASE NOTE: if the lifts are not open (very early in the morning), then use the fire fire escape up to the door marked level 3, as this actually is L6 where the cars are."
253,"Newtown - OConnell Street",1,-33.894098,151.182628,"in a dedicated bay on OConnell St, on the corner of King St. Thanks to City of Sydney for this great bay!"
443,"Darlinghurst - Darley Street",1,-33.878032,151.219593,"in a dedicated bay on Darley Street on the corner of Liverpool Street. Thanks to City of Sydney for this great location!"
465,"Rose Bay - Balfour Road",1,-33.875545,151.25883,"in a dedicated bay on Balfour road on the corner of Plumer Road. Thanks to Woollahra Council for this great location!"
269,"Charing Cross - Victoria Street carpark",1,-33.90053,151.254374,"in a dedicated bay in the Victoria Street carpark, on the corner of Victoria Street and Carrington Roads, opposite the church. Thanks to City of Sydney for this great location."
169,"Leichhardt - Marion Street Car Park",4,-33.88354,151.157761,"in a dedicated parking bay within the Council Car Park on Marion Street. This parking bay has been generously provided by Leichhardt Council."
285,"Darlinghurst - Barcom Avenue",1,-33.879236,151.223309,"in a dedicated bay on Barcom Avenue on the corner of Liverpool street."
420,"Newtown South - Alice Street",1,-33.903522,151.177563,"on Alice Street outside the Matt Hogan Reserve near the bus stop. NOTE - Please ensure you do not park in the bus zone, all tickets from the bus zone will be passed on to members."
432,"Kirribilli - Waruda Street",1,-33.850316,151.216604,"in a dedicated bay on Waruda Street on the corner of Kirribilli Avenue. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
240,"Ultimo - Bay Street near Kelly Street",1,-33.88196,151.194717,"in a dedicated bay on Bay Street, near the corner of Kelly St. Thanks to City of Sydney for this great location.IMPORTANT!Please ensure if the dedicated bay is taken by an illegally parked car, that you park in a legal and UNMETERED zone - check the residential parking permit on the car. Some nearby streets that are legal locations are McKee St and Mary Ann St. Then send us a txt with the car location."
304,"Neutral Bay - Rawson Street",1,-33.838371,151.213677,"in a dedicated bay on Rawson street, next to the park on the corner of Kurraba St.  This parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
377,"Surry Hills - Foster Street",1,-33.880085,151.209973,"in a dedicated bay on Foster Street on the corner of Campbell Street. Thanks to City of Sydney for this great location."
127,"Potts Point - Manning Street",2,-33.87087,151.22454,"in front of 3 Manning street, in a dedicated GoGet parking bay generously provided by the City of Sydney. If the dedicated bay is taken, please ensure you only park in parking area 26. Any fines will be passed on to the responsible member. Thanks to City of Sydney for this great location!"
52,"Maroubra - Maroubra Junction",1,-33.9435,151.2397,"on Anzac Parade, near Wise Street, in the car park across the street from the Maroubra Junction Uniting Church. Our dedicated parking bay is situated next to the disabled parking spots. Our Maroubra service is in partnership with the Maroubra Junction Uniting Church, for more on the many activities of these great folk go to www.mjuniting.org.au"
216,"Mosman - Mosman Square Carpark",3,-33.825745,151.241732,"at the Mosman Square Carpark, behind the Civic Centre, on The Crescent near the Myahgah Road end."
183,"Bondi North - Mitchell Street",1,-33.883661,151.276336,"on Mitchell St near the corner of O'Donnell St. NOTE: Members must park in unpermitted areas. Any parking fines will be passed on to the responsible member."
102,"Glebe - Derwent Lane and Derby Place (Glebe Public School)",1,-33.8836,151.1914,"in a dedicated GoGet angled parking bay on Derby Place, close to Glebe Point Road (in between Paramatta Road and Mitchell Street). This dedicated parking space has been generously provided by the City of Sydney."
299,"Chippendale - Rose Street",1,-33.887901,151.19439,"in a dedicated bay on Rose St, near the corner of Cleveland St. Thanks to City of Sydney for this great location."
316,"Pyrmont - Pirrama Road",1,-33.866027,151.19444,"just north of Jones Bay Road north of the bus zone.This car has a dedicated parking bay thanks to the City of Sydney."
357,"Surry Hills - Brisbane Street",1,-33.879624,151.211175,"In a dedicated bay provided by the City of Sydney. Located in Surry Hills on Brisbane Street east side near Harmony Park (south of Commonwealth Street)"
